accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,fileURL,yearMonthDay,ticker
0000002488-18-000205,2018-12-28,2018-12-26,2018-12-28T21:13:35.000Z,,4,,,,8319,0,0,xslF345X03/wf-form4_154603159885739.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000205/xslF345X03/wf-form4_154603159885739.xml,20181226,AMD
0000002488-18-000203,2018-12-28,2018-12-26,2018-12-28T21:10:59.000Z,,4,,,,8334,0,0,xslF345X03/wf-form4_154603144275622.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000203/xslF345X03/wf-form4_154603144275622.xml,20181226,AMD
0000002488-18-000201,2018-12-10,2018-12-06,2018-12-10T21:13:04.000Z,,4,,,,5362,0,0,xslF345X03/wf-form4_154447636848453.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000201/xslF345X03/wf-form4_154447636848453.xml,20181206,AMD
0000002488-18-000199,2018-11-30,2018-11-28,2018-11-30T21:14:46.000Z,,4,,,,5142,0,0,xslF345X03/wf-form4_154361246813048.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000199/xslF345X03/wf-form4_154361246813048.xml,20181128,AMD
0000002488-18-000197,2018-11-19,2018-11-15,2018-11-19T21:11:34.000Z,,4,,,,8505,0,0,xslF345X03/wf-form4_154266187763418.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000197/xslF345X03/wf-form4_154266187763418.xml,20181115,AMD
0000002488-18-000195,2018-11-14,2018-11-12,2018-11-14T21:21:45.000Z,,4,,,,10800,0,0,xslF345X03/wf-form4_154223048347404.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000195/xslF345X03/wf-form4_154223048347404.xml,20181112,AMD
0000002488-18-000193,2018-11-09,2018-11-07,2018-11-09T21:30:46.000Z,,4,,,,11522,0,0,xslF345X03/wf-form4_154179902897327.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000193/xslF345X03/wf-form4_154179902897327.xml,20181107,AMD
0000002488-18-000191,2018-11-02,2018-10-31,2018-11-02T20:16:17.000Z,,4,,,,5106,0,0,xslF345X03/wf-form4_154118975703853.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000191/xslF345X03/wf-form4_154118975703853.xml,20181031,AMD
0000002488-18-000189,2018-10-31,2018-09-29,2018-10-31T20:15:18.000Z,34,10-Q,001-07882,181150500,,7497198,1,0,amd0929201810q.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000189/amd0929201810q.htm,20180929,AMD
0000002488-18-000186,2018-10-24,2018-10-24,2018-10-24T20:32:31.000Z,34,8-K,001-07882,181136759,"2.02,7.01,9.01",459590,0,0,a20181024q318earnings8-k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000186/a20181024q318earnings8-k.htm,20181024,AMD
0000002488-18-000181,2018-10-17,2018-10-15,2018-10-17T20:27:03.000Z,,4,,,,5157,0,0,xslF345X03/wf-form4_153980800762530.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000181/xslF345X03/wf-form4_153980800762530.xml,20181015,AMD
9999999997-18-008641,2018-10-16,,2018-10-16T15:11:32.000Z,34,CT ORDER,001-07882,181123814,"20181016,20181016",107026,0,0,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/0000002488/999999999718008641/filename1.pdf,20181016,AMD
0000002488-18-000178,2018-10-10,2018-10-08,2018-10-10T20:20:02.000Z,,4,,,,10801,0,0,xslF345X03/wf-form4_153920278214289.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000178/xslF345X03/wf-form4_153920278214289.xml,20181008,AMD
9999999997-18-008530,2018-10-09,,2018-10-09T14:35:32.000Z,34,CT ORDER,001-07882,181112650,"20181009,20181009",18122,0,0,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/0000002488/999999999718008530/filename1.pdf,20181009,AMD
0000002488-18-000176,2018-09-19,2018-09-17,2018-09-19T20:16:37.000Z,,4,,,,5157,0,0,xslF345X03/wf-form4_153738818120005.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000176/xslF345X03/wf-form4_153738818120005.xml,20180917,AMD
0000002488-18-000174,2018-09-19,2018-09-17,2018-09-19T20:12:36.000Z,,4,,,,10793,0,0,xslF345X03/wf-form4_153738792108479.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000174/xslF345X03/wf-form4_153738792108479.xml,20180917,AMD
0000002488-18-000172,2018-09-10,2018-09-06,2018-09-10T20:09:54.000Z,,4,,,,11526,0,0,xslF345X03/wf-form4_153661017832248.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000172/xslF345X03/wf-form4_153661017832248.xml,20180906,AMD
0000002488-18-000170,2018-08-31,2018-08-29,2018-08-31T20:15:48.000Z,,4,,,,10788,0,0,xslF345X03/wf-form4_153574653222198.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000170/xslF345X03/wf-form4_153574653222198.xml,20180829,AMD
0000002488-18-000169,2018-08-31,2018-08-29,2018-08-31T20:13:44.000Z,,4,,,,12427,0,0,xslF345X03/wf-form4_153574640737152.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000169/xslF345X03/wf-form4_153574640737152.xml,20180829,AMD
0000002488-18-000166,2018-08-27,2018-08-22,2018-08-27T20:19:09.000Z,34,8-K,001-07882,181039153,"5.02,7.01",34984,0,0,amd_form8-svp82718.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000166/amd_form8-svp82718.htm,20180822,AMD
0000002488-18-000164,2018-08-23,2018-08-22,2018-08-23T22:10:15.000Z,,4,,,,10811,0,0,xslF345X03/wf-form4_153506219928004.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000164/xslF345X03/wf-form4_153506219928004.xml,20180822,AMD
0000002488-18-000162,2018-08-17,2018-08-15,2018-08-17T20:48:42.000Z,,4,,,,10326,0,0,xslF345X03/wf-form4_153453890495123.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000162/xslF345X03/wf-form4_153453890495123.xml,20180815,AMD
0000002488-18-000160,2018-08-17,2018-08-15,2018-08-17T20:43:47.000Z,,4,,,,9544,0,0,xslF345X03/wf-form4_153453861091752.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000160/xslF345X03/wf-form4_153453861091752.xml,20180815,AMD
0000002488-18-000158,2018-08-17,2018-08-15,2018-08-17T20:37:38.000Z,,4,,,,15448,0,0,xslF345X03/wf-form4_153453824287101.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000158/xslF345X03/wf-form4_153453824287101.xml,20180815,AMD
0000002488-18-000156,2018-08-17,2018-08-15,2018-08-17T20:32:51.000Z,,4,,,,9604,0,0,xslF345X03/wf-form4_153453795469348.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000156/xslF345X03/wf-form4_153453795469348.xml,20180815,AMD
0000002488-18-000154,2018-08-17,2018-08-15,2018-08-17T20:25:39.000Z,,4,,,,9555,0,0,xslF345X03/wf-form4_153453752409380.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000154/xslF345X03/wf-form4_153453752409380.xml,20180815,AMD
0000002488-18-000152,2018-08-17,2018-08-15,2018-08-17T20:20:56.000Z,,4,,,,8170,0,0,xslF345X03/wf-form4_153453724014365.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000152/xslF345X03/wf-form4_153453724014365.xml,20180815,AMD
0000002488-18-000150,2018-08-17,2018-08-15,2018-08-17T20:16:25.000Z,,4,,,,9547,0,0,xslF345X03/wf-form4_153453696921116.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000150/xslF345X03/wf-form4_153453696921116.xml,20180815,AMD
0000002488-18-000148,2018-08-13,2018-08-09,2018-08-13T20:35:25.000Z,,4,,,,12373,0,0,xslF345X03/wf-form4_153419250862507.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000148/xslF345X03/wf-form4_153419250862507.xml,20180809,AMD
0000002488-18-000146,2018-08-13,2018-08-09,2018-08-13T20:31:59.000Z,,4,,,,17939,0,0,xslF345X03/wf-form4_153419230261731.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000146/xslF345X03/wf-form4_153419230261731.xml,20180809,AMD
0000002488-18-000144,2018-08-13,2018-08-09,2018-08-13T20:28:54.000Z,,4,,,,17945,0,0,xslF345X03/wf-form4_153419211827714.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000144/xslF345X03/wf-form4_153419211827714.xml,20180809,AMD
0000002488-18-000142,2018-08-13,2018-08-09,2018-08-13T20:25:14.000Z,,4,,,,18734,0,0,xslF345X03/wf-form4_153419189725070.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000142/xslF345X03/wf-form4_153419189725070.xml,20180809,AMD
0000002488-18-000140,2018-08-13,2018-08-09,2018-08-13T20:20:35.000Z,,4,,,,18001,0,0,xslF345X03/wf-form4_153419161895020.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000140/xslF345X03/wf-form4_153419161895020.xml,20180809,AMD
0000002488-18-000138,2018-08-13,2018-08-09,2018-08-13T20:15:54.000Z,,4,,,,18009,0,0,xslF345X03/wf-form4_153419133808185.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000138/xslF345X03/wf-form4_153419133808185.xml,20180809,AMD
0000002488-18-000136,2018-08-13,2018-08-09,2018-08-13T20:10:25.000Z,,4,,,,17954,0,0,xslF345X03/wf-form4_153419100886924.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000136/xslF345X03/wf-form4_153419100886924.xml,20180809,AMD
0000002488-18-000134,2018-08-09,2018-08-07,2018-08-09T20:17:37.000Z,,4,,,,8866,0,0,xslF345X03/wf-form4_153384584112596.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000134/xslF345X03/wf-form4_153384584112596.xml,20180807,AMD
0000002488-18-000132,2018-08-09,2018-08-07,2018-08-09T20:11:53.000Z,,4,,,,11527,0,0,xslF345X03/wf-form4_153384549719563.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000132/xslF345X03/wf-form4_153384549719563.xml,20180807,AMD
0000002488-18-000130,2018-08-06,2018-07-31,2018-08-06T20:38:26.000Z,34,8-K,001-07882,18995238,5.02,35987,0,0,amd_form8-kneolti2018.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000130/amd_form8-kneolti2018.htm,20180731,AMD
0000002488-18-000128,2018-08-02,2018-06-30,2018-08-02T20:28:52.000Z,34,10-Q,001-07882,18988774,,7607850,1,0,amd0630201810q.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000128/amd0630201810q.htm,20180630,AMD
0000947871-18-000616,2018-08-02,,2018-08-02T01:24:42.000Z,34,SC 13D/A,005-07443,18986418,,157676,0,0,ss101958_13da.htm,AMENDMENT NO. 10,https://www.sec.gov/Archives/edgar/data/0000002488/000094787118000616/ss101958_13da.htm,20180802,AMD
0000947871-18-000617,2018-08-01,2018-07-30,2018-08-02T01:36:31.000Z,,4,,,,5517,0,0,xslF345X03/ownership.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000094787118000617/xslF345X03/ownership.xml,20180730,AMD
0000002488-18-000126,2018-08-01,2018-07-30,2018-08-01T20:13:22.000Z,,4,,,,8874,0,0,xslF345X03/wf-form4_153315438570399.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000126/xslF345X03/wf-form4_153315438570399.xml,20180730,AMD
0000947871-18-000611,2018-07-31,,2018-07-31T00:58:21.000Z,33,144,001-07882,18979186,,64171,0,0,ss101970_144.htm,FILING FOR PROPOSED SALE OF SECURITIES,https://www.sec.gov/Archives/edgar/data/0000002488/000094787118000611/ss101970_144.htm,20180731,AMD
0000002488-18-000124,2018-07-25,2018-07-25,2018-07-25T20:41:54.000Z,34,8-K,001-07882,18969112,"2.02,7.01,9.01",453484,0,0,a20180725q218earnings8-k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000124/a20180725q218earnings8-k.htm,20180725,AMD
0000002488-18-000119,2018-07-18,2018-07-16,2018-07-18T20:12:55.000Z,,4,,,,8912,0,0,xslF345X03/wf-form4_153194475964540.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000119/xslF345X03/wf-form4_153194475964540.xml,20180716,AMD
0000002488-18-000116,2018-07-10,2018-07-06,2018-07-10T20:09:52.000Z,,4,,,,8920,0,0,xslF345X03/wf-form4_153125336868095.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000116/xslF345X03/wf-form4_153125336868095.xml,20180706,AMD
0000002488-18-000114,2018-07-03,2018-06-30,2018-07-03T20:11:04.000Z,,4,,,,6714,0,0,xslF345X03/wf-form4_153064864771813.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000114/xslF345X03/wf-form4_153064864771813.xml,20180630,AMD
0000002488-18-000112,2018-07-02,2018-06-26,2018-07-02T20:28:29.000Z,34,8-K,001-07882,18933072,5.02,24142,0,0,form8-kneosalaries2018forf.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000112/form8-kneosalaries2018forf.htm,20180626,AMD
0000002488-18-000110,2018-06-26,2018-06-22,2018-06-26T20:12:36.000Z,,4,,,,5130,0,0,xslF345X03/wf-form4_153004394075409.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000110/xslF345X03/wf-form4_153004394075409.xml,20180622,AMD
0000002488-18-000108,2018-06-21,2018-06-19,2018-06-21T20:13:16.000Z,,4,,,,10345,0,0,xslF345X03/wf-form4_152961197827539.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000108/xslF345X03/wf-form4_152961197827539.xml,20180619,AMD
0000002488-18-000106,2018-06-19,2018-06-15,2018-06-19T20:09:39.000Z,,4,,,,8881,0,0,xslF345X03/wf-form4_152943895982219.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000106/xslF345X03/wf-form4_152943895982219.xml,20180615,AMD
0000002488-18-000104,2018-06-13,2018-06-11,2018-06-13T20:10:13.000Z,,4,,,,10800,0,0,xslF345X03/wf-form4_152892059418236.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000104/xslF345X03/wf-form4_152892059418236.xml,20180611,AMD
0000002488-18-000102,2018-06-11,2018-06-07,2018-06-11T20:11:24.000Z,,4,,,,11530,0,0,xslF345X03/wf-form4_152874786828131.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000102/xslF345X03/wf-form4_152874786828131.xml,20180607,AMD
0000002488-18-000100,2018-06-05,2018-06-01,2018-06-05T20:11:22.000Z,,4,,,,8656,0,0,xslF345X03/wf-form4_152822941633470.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000100/xslF345X03/wf-form4_152822941633470.xml,20180601,AMD
0000002488-18-000098,2018-06-01,2018-05-30,2018-06-01T20:08:04.000Z,,4,,,,9492,0,0,xslF345X03/wf-form4_152788362102275.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000098/xslF345X03/wf-form4_152788362102275.xml,20180530,AMD
0000002488-18-000096,2018-05-29,2018-05-24,2018-05-29T20:08:55.000Z,,4,,,,8865,0,0,xslF345X03/wf-form4_152762452220797.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000096/xslF345X03/wf-form4_152762452220797.xml,20180524,AMD
0000002488-18-000094,2018-05-25,,2018-05-25T20:16:19.000Z,34,SD,001-07882,18861732,,348692,0,0,formsd-amd2017.htm,SD,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000094/formsd-amd2017.htm,20180525,AMD
0000002488-18-000092,2018-05-18,2018-05-16,2018-05-18T20:19:31.000Z,,4,,,,8885,0,0,xslF345X03/wf-form4_152667475780578.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000092/xslF345X03/wf-form4_152667475780578.xml,20180516,AMD
0000002488-18-000090,2018-05-17,2018-05-15,2018-05-17T20:18:33.000Z,,4,,,,8919,0,0,xslF345X03/wf-form4_152658829717083.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000090/xslF345X03/wf-form4_152658829717083.xml,20180515,AMD
0000002488-18-000088,2018-05-09,2018-05-07,2018-05-09T20:12:05.000Z,,4,,,,8867,0,0,xslF345X03/wf-form4_152589666221483.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000088/xslF345X03/wf-form4_152589666221483.xml,20180507,AMD
0000002488-18-000086,2018-05-08,2018-05-08,2018-05-08T20:09:34.000Z,34,8-K,001-07882,18814607,5.07,51922,0,0,amd2018annualmeeting8-k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000086/amd2018annualmeeting8-k.htm,20180508,AMD
0000002488-18-000084,2018-05-04,2018-05-02,2018-05-04T20:31:26.000Z,,4,,,,5370,0,0,xslF345X03/wf-form4_152546587253664.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000084/xslF345X03/wf-form4_152546587253664.xml,20180502,AMD
0000002488-18-000082,2018-05-04,2018-05-02,2018-05-04T20:26:23.000Z,,4,,,,5441,0,0,xslF345X03/wf-form4_152546557003979.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000082/xslF345X03/wf-form4_152546557003979.xml,20180502,AMD
0000002488-18-000080,2018-05-04,2018-05-02,2018-05-04T20:23:26.000Z,,4,,,,5541,0,0,xslF345X03/wf-form4_152546539244849.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000080/xslF345X03/wf-form4_152546539244849.xml,20180502,AMD
0000002488-18-000078,2018-05-04,2018-05-02,2018-05-04T20:19:20.000Z,,4,,,,5487,0,0,xslF345X03/wf-form4_152546514652652.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000078/xslF345X03/wf-form4_152546514652652.xml,20180502,AMD
0000002488-18-000076,2018-05-04,2018-05-02,2018-05-04T20:16:09.000Z,,4,,,,5315,0,0,xslF345X03/wf-form4_152546495606762.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000076/xslF345X03/wf-form4_152546495606762.xml,20180502,AMD
0000002488-18-000074,2018-05-04,2018-05-02,2018-05-04T20:13:49.000Z,,4,,,,5268,0,0,xslF345X03/wf-form4_152546481609501.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000074/xslF345X03/wf-form4_152546481609501.xml,20180502,AMD
0000002488-18-000072,2018-05-04,2018-05-02,2018-05-04T20:11:55.000Z,,4,,,,5477,0,0,xslF345X03/wf-form4_152546466489206.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000072/xslF345X03/wf-form4_152546466489206.xml,20180502,AMD
0000002488-18-000070,2018-05-04,2018-05-02,2018-05-04T20:08:04.000Z,,4,,,,5527,0,0,xslF345X03/wf-form4_152546443505666.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000070/xslF345X03/wf-form4_152546443505666.xml,20180502,AMD
0000002488-18-000068,2018-05-03,2018-03-31,2018-05-03T20:45:08.000Z,34,10-Q,001-07882,18804519,,6064412,1,0,amd0331201810q.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000068/amd0331201810q.htm,20180331,AMD
0000002488-18-000066,2018-05-02,2018-04-30,2018-05-02T20:12:27.000Z,,4,,,,10800,0,0,xslF345X03/wf-form4_152529193176192.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000066/xslF345X03/wf-form4_152529193176192.xml,20180430,AMD
0000002488-18-000064,2018-04-30,2018-04-26,2018-04-30T20:18:46.000Z,,4,,,,8651,0,0,xslF345X03/wf-form4_152511951333544.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000064/xslF345X03/wf-form4_152511951333544.xml,20180426,AMD
0000002488-18-000062,2018-04-30,2018-04-26,2018-04-30T20:16:02.000Z,,4,,,,6688,0,0,xslF345X03/wf-form4_152511934856467.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000062/xslF345X03/wf-form4_152511934856467.xml,20180426,AMD
0000002488-18-000060,2018-04-30,2018-04-26,2018-04-30T20:13:34.000Z,,4,,,,6704,0,0,xslF345X03/wf-form4_152511916457401.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000060/xslF345X03/wf-form4_152511916457401.xml,20180426,AMD
0000002488-18-000058,2018-04-25,2018-04-25,2018-04-25T20:17:16.000Z,34,8-K,001-07882,18774553,"2.02,7.01,9.01",380389,0,0,a20180425q118earnings8-k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000058/a20180425q118earnings8-k.htm,20180425,AMD
0001193125-18-087775,2018-03-19,,2018-03-19T20:18:03.000Z,34,DEFA14A,001-07882,18698951,,690727,0,0,d543816ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000002488/000119312518087775/d543816ddefa14a.htm,20180319,AMD
0001193125-18-087766,2018-03-19,2018-05-02,2018-03-19T20:16:04.000Z,34,DEF 14A,001-07882,18698913,,2469446,0,0,d543804ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/0000002488/000119312518087766/d543804ddef14a.htm,20180502,AMD
0000002488-18-000051,2018-03-19,2018-03-15,2018-03-19T20:08:19.000Z,,4,,,,8889,0,0,xslF345X03/wf-form4_152149008627950.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000051/xslF345X03/wf-form4_152149008627950.xml,20180315,AMD
0000002488-18-000049,2018-03-09,2018-03-07,2018-03-09T21:09:37.000Z,,4,,,,5361,0,0,xslF345X03/wf-form4_152062976295371.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000049/xslF345X03/wf-form4_152062976295371.xml,20180307,AMD
0001193125-18-072253,2018-03-06,2018-05-02,2018-03-06T22:09:55.000Z,34,PRE 14A,001-07882,18670831,,2468125,0,0,d543804dpre14a.htm,PRE 14A,https://www.sec.gov/Archives/edgar/data/0000002488/000119312518072253/d543804dpre14a.htm,20180502,AMD
0000002488-18-000047,2018-03-05,2018-03-05,2018-03-05T21:09:41.000Z,34,8-K,001-07882,18666104,5.02,21210,0,0,form8-kndonofrio3218.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000047/form8-kndonofrio3218.htm,20180305,AMD
0000002488-18-000045,2018-03-02,2018-02-28,2018-03-02T21:07:33.000Z,,4,,,,5142,0,0,xslF345X03/wf-form4_152002483519201.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000045/xslF345X03/wf-form4_152002483519201.xml,20180228,AMD
0000002488-18-000043,2018-02-27,2018-02-27,2018-02-27T21:31:08.000Z,34,8-K,001-07882,18645526,"2.02,7.01,9.01",2127726,0,0,a6form8-kasc606disclosurev.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000043/a6form8-kasc606disclosurev.htm,20180227,AMD
